"gene" "CHROM" "Parallelism" "isShifting" "isPartiallyParallel" "isFullyParallel" "Parallel_category" "Annotation" "Putative_impact" "logFC" "abs_logFC" "significant_sg_pool" "highest_sg_pool" "significant_de_pool" "highest_de_pool" "common_pool" "hub_gene" "module_gene" "gene_chr" "gene_start" "gene_end" "net_selection" "direct_selection" "diff_selection" "log_net_selection" "log_direct_selection" "eQTL_carrier" "eQTL_carrier_category" "eQTL_phenotype" "eQTL_phenotype_category" "hub_gene_category" "Pleiotropy" "Pleiotropy_category" "Connectivity" "Connectivity_category"
"TC007970" "TC007970" "ChLG4" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.054252366412543 0.054252366412543 0 0 0 0 0 0 1 "ChLG4" 3862386 3864405 0.171627403315576 4.43e-06 0.171622973315576 -0.765413368243841 -5.35359627377693 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008014" "TC008014" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0919481203357153 0.0919481203357153 0 0 0 0 0 0 1 "ChLG4" 4715043 4717336 0.479473540659302 7.35e-06 0.479466190659302 -0.319235354004723 -5.1337126609158 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008058" "TC008058" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0395586768343402 0.0395586768343402 0 0 0 0 0 0 1 "ChLG4" 5232640 5234575 -14.2717456957967 -3.79e-08 -14.2717456578967 1.15447709853035 -7.42136079003193 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008111" "TC008111" "ChLG4" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.244466986297455 0.244466986297455 0 0 0 0 0 0 1 "ChLG4" 5888238 5892451 0.378394111143468 1.3e-05 0.378381111143468 -0.422055631038208 -4.88605664769316 1 "eQTL carrier" 0 "Other" "Other" 4 "Pleiotropic eQTL carrier" 0 "Non-eQTL phenotype"
"TC008118" "TC008118" "ChLG4" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0353449475304701 0.0353449475304701 0 0 0 0 0 0 1 "ChLG4" 6088845 6093805 -0.145949175712858 -4.82e-05 -0.145900975712858 -0.83579835346369 -4.31695296176115 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008122" "TC008122" "ChLG4" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0126249205545586 0.0126249205545586 0 0 0 0 0 0 1 "ChLG4" 6146766 6147730 0.130353759572451 1.04e-05 0.130343359572451 -0.884876438695698 -4.98296666070122 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008127" "TC008127" "ChLG4" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0928162180535492 0.0928162180535492 0 0 0 0 0 0 1 "ChLG4" 6166082 6173082 0.062543847635111 1.78e-05 0.062526047635111 -1.20381540490798 -4.74957999769111 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008130" "TC008130" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0221019663189217 0.0221019663189217 0 0 0 0 0 0 1 "ChLG4" 6194492 6195887 0.240043210900639 2.29e-05 0.240020310900639 -0.619710572594564 -4.64016451766011 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008131" "TC008131" "ChLG4" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0469101144332949 0.0469101144332949 0 0 0 0 0 0 1 "ChLG4" 6201433 6203367 0.226017454676568 2.96e-06 0.226014494676568 -0.645858020246402 -5.52870828894106 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008186" "TC008186" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0857378387738016 0.0857378387738016 0 0 0 0 0 0 1 "ChLG4" 7100391 7101644 -0.015687016723502 -2.46e-05 -0.015662416723502 -1.8044596404609 -4.60906489289662 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008216" "TC008216" "ChLG4" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.00830426258196959 0.00830426258196959 0 0 0 0 0 0 1 "ChLG4" 7709438 7713715 -0.065041112038462 4.76e-05 -0.065088712038462 -1.18681204201363 -4.32239304727951 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008292" "TC008292" "ChLG4" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0673365661794204 0.0673365661794204 0 0 0 0 0 0 1 "ChLG4" 9103705 9106202 -0.015425259620442 7.05e-05 -0.015495759620442 -1.81176751768198 -4.1518108830086 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008294" "TC008294" "ChLG4" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0104843167477422 0.0104843167477422 0 0 0 0 0 0 1 "ChLG4" 9120775 9125529 -0.014988172391937 1.01e-05 -0.014998272391937 -1.82425132035297 -4.99567862621736 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008297" "TC008297" "ChLG4" 2 1 1 0 "Partial/full parallelism" "missense_variant&splice_region_variant" "MODERATE" -0.125697534178224 0.125697534178224 0 0 0 0 0 0 1 "ChLG4" 9157951 9159772 -0.034853295699806 -1.52e-05 -0.034838095699806 -1.45775614908488 -4.81815641205523 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008298" "TC008298" "ChLG4" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.366887993517031 0.366887993517031 0 0 0 0 0 0 1 "ChLG4" 9162870 9165690 -0.126648095549766 -2.73e-05 -0.126620795549766 -0.897401336457297 -4.56383735295924 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008318" "TC008318" "ChLG4" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0688373394327676 0.0688373394327676 0 0 0 0 0 0 1 "ChLG4" 9487591 9488897 0.117509105234858 6.52e-05 0.117443905234858 -0.92992848062587 -4.18575240426808 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008329" "TC008329" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.201524711652639 0.201524711652639 0 0 0 0 0 0 1 "ChLG4" 9615584 9624300 -0.032729554630807 -5.59e-07 -0.032728995630807 -1.48505990433755 -6.25258819211358 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008331" "TC008331" "ChLG4" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0217893973136944 0.0217893973136944 0 0 0 0 0 0 1 "ChLG4" 9660956 9662032 0.080982707205087 2.74e-05 0.080955307205087 -1.09160770911146 -4.56224943717961 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008332" "TC008332" "ChLG4" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -4.35678814655338e-05 4.35678814655338e-05 0 0 0 0 0 0 1 "ChLG4" 9696469 9697374 0.085289674052306 1.15e-05 0.085278174052306 -1.06910354531032 -4.93930215964639 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008339" "TC008339" "ChLG4" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0875203196624188 0.0875203196624188 0 0 0 0 0 0 1 "ChLG4" 9792170 9797905 0.037735582891752 4.97e-06 0.037730612891752 -1.42324893718666 -5.30364361126667 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008348" "TC008348" "ChLG4" 4 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.666618230758911 0.666618230758911 0 0 1 0 1 1 0 "ChLG4" 9952869 9954692 -0.055150662792791 2.75e-06 -0.055153412792791 -1.25844926390335 -5.56066730616974 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008350" "TC008350" "ChLG4" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.236449776589103 0.236449776589103 0 0 0 0 0 0 1 "ChLG4" 9975038 9978441 0.093264862406467 1.41e-06 0.093263452406467 -1.03028194614886 -5.85078088734462 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008353" "TC008353" "ChLG4" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0144036134592592 0.0144036134592592 0 0 0 0 0 0 1 "ChLG4" 10014342 10021209 0.310368187142807 1.81e-06 0.310366377142807 -0.508122800482111 -5.74232142513082 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008354" "TC008354" "ChLG4" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.00757084683008211 0.00757084683008211 0 0 0 0 0 0 1 "ChLG4" 10023250 10027320 -0.995684818305381 -6.09e-06 -0.995678728305381 -0.00187811472215497 -5.21538270736712 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008355" "TC008355" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.137591893235432 0.137591893235432 0 0 0 0 0 0 1 "ChLG4" 10029564 10033538 0.020882907121318 9.17e-06 0.020873737121318 -1.68020904308057 -5.03763066432998 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008365" "TC008365" "ChLG4" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0456185004546637 0.0456185004546637 0 0 0 0 0 0 1 "ChLG4" 10238480 10239205 -0.200879416087653 -9.03e-05 -0.200789116087653 -0.697064562691982 -4.04431224968649 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008369" "TC008369" "ChLG4" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.0778197656510587 0.0778197656510587 0 0 0 0 0 0 1 "ChLG4" 10266228 10270838 -0.009735911868224 -0.000422821398811 -0.009313090469413 -2.01162336609652 -3.37384304134956 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008372" "TC008372" "ChLG4" 4 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0730833038832406 0.0730833038832406 0 0 0 0 0 0 1 "ChLG4" 10286791 10294889 -0.017194686076196 -1.53e-06 -0.017193156076196 -1.76460574869456 -5.8153085691824 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008388" "TC008388" "ChLG4" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0378137598044994 0.0378137598044994 0 0 0 0 0 0 1 "ChLG4" 10939414 10946358 0.021685434545945 -5.92e-06 0.021691354545945 -1.66383187077069 -5.22767829327708 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008390" "TC008390" "ChLG4" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" NA NA 0 0 0 0 0 0 0 "ChLG4" 10951955 10953806 NA NA NA NA NA 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008402" "TC008402" "ChLG4" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.103971756050538 0.103971756050538 0 0 0 0 0 0 1 "ChLG4" 11134888 11135859 -0.00984104294545 3.9e-06 -0.00984494294545 -2.00695887296585 -5.4089353929735 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008404" "TC008404" "ChLG4" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0232113363644234 0.0232113363644234 0 0 0 0 0 0 1 "ChLG4" 11138601 11140705 0.261980611106993 -6.64e-07 0.261981275106993 -0.581730849141441 -6.17783192063198 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008406" "TC008406" "ChLG4" 1 1 0 0 "Single shift" "splice_region_variant&synonymous_variant" "LOW" 0.0836854993289032 0.0836854993289032 0 0 0 0 0 0 1 "ChLG4" 11157880 11162158 0.223964549766721 2.84e-06 0.223961709766721 -0.649820718536803 -5.54668165995296 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008407" "TC008407" "ChLG4" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.35721007360993 0.35721007360993 0 0 0 0 0 1 0 "ChLG4" 11164108 11171530 -2.48559733752975 -4.04e-06 -2.48559329752975 0.395430775048673 -5.3936186348894 1 "eQTL carrier" 0 "Other" "Hub gene" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC008410" "TC008410" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.061568686246442 0.061568686246442 0 0 0 0 0 0 1 "ChLG4" 11184033 11195397 -0.193395277873785 1.61e-05 -0.193411377873785 -0.71355413427781 -4.79317412396815 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008415" "TC008415" "ChLG4" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0592003775820329 0.0592003775820329 0 0 0 0 0 0 1 "ChLG4" 11299244 11305334 0.054359279184278 7.62e-05 0.054283079184278 -1.26472631073951 -4.1180450286604 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC008417" "TC008417" "ChLG4" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0388443197776276 0.0388443197776276 0 0 0 0 0 0 1 "ChLG4" 11314471 11334991 -0.085888186794435 -1.01e-05 -0.085878086794435 -1.06606656565417 -4.99567862621736 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008421" "TC008421" "ChLG4" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.00455013157361587 0.00455013157361587 0 0 0 0 0 0 1 "ChLG4" 11345593 11346371 0.053913805504401 -3.96e-06 0.053917765504401 -1.268300012426 -5.40230481407449 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008422" "TC008422" "ChLG4" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.00259709729192004 0.00259709729192004 0 0 0 0 0 0 1 "ChLG4" 11348578 11349828 -0.053127358302198 -5.58e-06 -0.053121778302198 -1.2746817783553 -5.25336580106242 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008425" "TC008425" "ChLG4" 0 0 0 0 "No shift" "synonymous_variant" "LOW" 0.23493013765912 0.23493013765912 0 0 0 0 0 0 1 "ChLG4" 11380492 11381079 0.381936625700399 3.2e-06 0.381933425700399 -0.418008693088091 -5.49485002168009 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008426" "TC008426" "ChLG4" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.103150934787305 0.103150934787305 0 0 0 0 0 0 1 "ChLG4" 11381622 11387919 0.105842627488113 2.62e-05 0.105816427488113 -0.975339387552368 -4.58169870868025 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008618" "TC008618" "ChLG7" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.00754150202206688 0.00754150202206688 0 0 0 0 0 0 1 "ChLG7" 19108795 19118515 -0.104918992940727 -1.24e-06 -0.104917752940727 -0.979145886613748 -5.90657831483777 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008702" "TC008702" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.759159792307419 0.759159792307419 0 0 0 0 0 0 1 "ChLG7" 17918207 17918893 0.010128177141047 -1.19e-05 0.010140077141047 -1.99446871148287 -4.92445303860747 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008716" "TC008716" "ChLG7" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.0174521057204654 0.0174521057204654 0 0 0 0 0 0 1 "ChLG7" 17428519 17429481 0.050709862516391 7.15e-05 0.050638362516391 -1.29490756690142 -4.14569395819892 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008719" "TC008719" "ChLG7" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0119266171778251 0.0119266171778251 0 0 0 0 0 0 1 "ChLG7" 17342897 17383738 -0.010549476215608 -2.7e-05 -0.010522476215608 -1.97676910267133 -4.56863623584101 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008720" "TC008720" "ChLG7" 2 1 1 0 "Partial/full parallelism" "intron_variant" "MODIFIER" -0.0090331900281917 0.0090331900281917 0 0 0 0 0 0 1 "ChLG7" 17280503 17327102 0.100318260907339 6.2e-05 0.100256260907339 -0.998620005270265 -4.20760831050175 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008783" "TC008783" "ChLG7" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0506682887940433 0.0506682887940433 0 0 0 0 0 0 1 "ChLG7" 15999381 16000875 -0.023978551161739 1.98e-06 -0.023980531161739 -1.62017706149868 -5.70333480973847 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008784" "TC008784" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0797938341115724 0.0797938341115724 0 0 0 0 0 0 1 "ChLG7" 15994417 15998472 -5.00104926894264 1.33e-06 -5.00105059894264 0.699061133116857 -5.87614835903291 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008787" "TC008787" "ChLG7" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.131441118927815 0.131441118927815 0 0 0 0 0 0 1 "ChLG7" 15978910 15983862 0.029085631864434 0.000226048944446 0.028859582919988 -1.53632149702785 -3.64579751659849 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008818" "TC008818" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0152082459353481 0.0152082459353481 0 0 0 0 0 0 1 "ChLG7" 15470310 15480600 -0.142066269753621 2.2e-05 -0.142088269753621 -0.847509022697085 -4.65757731917779 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008828" "TC008828" "ChLG7" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0315148800874601 0.0315148800874601 0 0 0 0 0 0 1 "ChLG7" 15322292 15325459 0.221163947939438 0.000124781582209 0.221039166357229 -0.65528566618759 -3.90384951189141 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008853" "TC008853" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.00253085399124296 0.00253085399124296 0 0 0 0 0 0 1 "ChLG7" 15068866 15077662 -0.130172563023064 -1.76e-05 -0.130154963023064 -0.885480544057822 -4.75448733218585 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008860" "TC008860" "ChLG7" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0495771071564161 0.0495771071564161 0 0 0 0 0 0 1 "ChLG7" 14904821 14917929 -0.09245669385718 8.39e-06 -0.09246508385718 -1.03406164048105 -5.0762380391713 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC008997" "TC008997" "ChLG7" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0681541800164018 0.0681541800164018 0 0 0 0 0 0 1 "ChLG7" 12152872 12155200 0.011581814485322 1.41e-05 0.011567714485322 -1.93622339576996 -4.85078088734462 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009028" "TC009028" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0114115980653792 0.0114115980653792 0 0 0 0 0 0 1 "ChLG7" 11665759 11666584 0.295445457155659 7.65e-06 0.295437807155659 -0.529522683455164 -5.11633856484638 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009077" "TC009077" "ChLG7" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.173164586595345 0.173164586595345 0 0 0 0 0 0 1 "ChLG7" 10180163 10227736 -2.02825780925185 -6.16e-06 -2.02825164925185 0.307123156785208 -5.21041928783557 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009099" "TC009099" "ChLG7" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.623601237522836 0.623601237522836 0 0 0 0 0 0 1 "ChLG7" 8870923 8871216 0.124248061090796 7.44e-07 0.124247317090796 -0.905710379770794 -6.12842706445412 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009100" "TC009100" "ChLG7" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.458125925220125 0.458125925220125 0 0 0 0 0 0 1 "ChLG7" 8867833 8870215 0.774213048172797 8.27e-07 0.774212221172797 -0.111139513588373 -6.08249449044745 1 "eQTL carrier" 0 "Other" "Other" 2 "Pleiotropic eQTL carrier" 0 "Non-eQTL phenotype"
"TC009109" "TC009109" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.276114002137452 0.276114002137452 0 0 0 0 0 0 1 "ChLG7" 6805135 6806989 0.009955424907162 0.00042935250093 0.009526072406232 -2.00194019913254 -3.36718600304141 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC009166" "TC009166" "ChLG7" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0792213402079047 0.0792213402079047 0 0 0 0 0 0 1 "ChLG7" 4995763 4999014 0.047711682201289 2.97e-06 0.047708712201289 -1.32137527097287 -5.52724355068279 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009170" "TC009170" "ChLG7" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.412623389851752 0.412623389851752 0 0 0 0 0 0 1 "ChLG7" 4940279 4943796 -0.003809378397207 -1.83e-05 -0.003791078397207 -2.41914588539715 -4.73754891026957 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC009171" "TC009171" "ChLG7" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0958661318228741 0.0958661318228741 0 0 0 0 0 0 1 "ChLG7" 4895739 4897319 0.426305642645952 3.19e-05 0.426273742645952 -0.370278918927388 -4.49620931694282 0 "Other" 1 "eQTL phenotype" "Other" 0 "Non-eQTL carrier" 1 "Low connectivity"
"TC009172" "TC009172" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.146944667172275 0.146944667172275 0 0 0 0 0 0 1 "ChLG7" 4891451 4892842 -0.082004020003777 1.4e-05 -0.082018020003777 -1.08616485709599 -4.85387196432176 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009240" "TC009240" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0896840648214085 0.0896840648214085 0 0 0 0 0 0 1 "ChLG7" 3580654 3583626 0.185789851702931 3.18e-05 0.185758051702931 -0.73097801192357 -4.49757288001557 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009250" "TC009250" "ChLG7" 4 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.262029613777667 0.262029613777667 0 0 0 0 0 0 1 "ChLG7" 3314297 3315349 0.037295555013813 4.42e-06 0.037291135013813 -1.4283429255105 -5.35457773065091 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009254" "TC009254" "ChLG7" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0825611232276812 0.0825611232276812 0 0 0 0 0 0 1 "ChLG7" 3191779 3208865 -0.010332153205231 -0.000439541832489 -0.009892611372742 -1.98580916272974 -3.35699978553998 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009257" "TC009257" "ChLG7" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.123330439805273 0.123330439805273 0 0 0 0 0 0 1 "ChLG7" 3170440 3171429 0.064869220637375 3.8e-06 0.064865420637375 -1.18796131981173 -5.42021640338319 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009258" "TC009258" "ChLG7" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.0388850131172675 0.0388850131172675 0 0 0 0 0 0 1 "ChLG7" 3161868 3169109 0.137217762910946 4.29e-05 0.137174862910946 -0.862589665343024 -4.36754270781528 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009259" "TC009259" "ChLG7" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0613420582320106 0.0613420582320106 0 0 0 0 0 0 1 "ChLG7" 3143233 3155811 0.016557853434392 9.33e-05 0.016464553434392 -1.78099596598254 -4.0301183562535 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009260" "TC009260" "ChLG7" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.232547513911461 0.232547513911461 0 0 0 0 0 0 1 "ChLG7" 3138180 3138835 0.710372641607916 4.06e-07 0.710372235607916 -0.148513772774936 -6.39147396642281 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC009262" "TC009262" "ChLG7" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.128626742279267 0.128626742279267 0 0 0 0 0 0 1 "ChLG7" 3063114 3067008 0.010730744843299 -5.89e-06 0.010736634843299 -1.96937013170529 -5.2298847052129 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
